rank,lemma,PoS,freq,synonym,synset
3955,jeans,n,17273,,
3956,companion,n,17269,comrade,Synset('companion.n.01')
3957,convict,v,17257,,
3958,boost,v,17241,advance,Synset('boost.v.04')
3959,recipient,n,17240,receiver,Synset('recipient.n.01')
3960,practically,r,17238,much,Synset('much.r.04')
3961,array,n,17233,,
3962,persuade,v,17229,sway,Synset('carry.v.23')
3963,undermine,v,17226,cave,Synset('cave.v.01')
3965,ranch,n,17219,spread,Synset('ranch.n.01')
3966,scout,n,17206,lookout,Synset('lookout.n.01')
3967,medal,n,17200,palm,Synset('decoration.n.02')
3968,endless,a,17193,interminable,Synset('endless.s.01')
3969,translation,n,17186,transformation,Synset('transformation.n.05')
3970,ski,n,17185,,
3971,conservation,n,17184,preservation,Synset('conservation.n.01')
3972,habitat,n,17173,,
3973,contractor,n,17156,,
3974,trailer,n,17146,preview,Synset('preview.n.01')
3975,pitcher,n,17123,ewer,Synset('pitcher.n.02')
3976,towel,n,17122,,
3978,harm,v,17109,,
3979,bonus,n,17099,fillip,Synset('bonus.n.01')
3980,dramatically,r,17087,,
3981,genre,n,17072,,
3982,caller,n,17070,company,Synset('caller.n.01')
3983,exit,n,17065,issue,Synset('exit.n.01')
3984,hook,n,17057,,
3985,behavioral,a,17052,behavioural,Synset('behavioral.a.01')
3986,omit,v,17050,except,Synset('exclude.v.01')
3987,pit,n,17033,fossa,Synset('pit.n.02')
3988,volunteer,v,17024,offer,Synset('volunteer.v.02')
3989,boring,a,17020,ho-hum,Synset('boring.s.01')
3990,hook,v,17012,solicit,Synset('hook.v.12')
3991,suspend,v,17011,debar,Synset('suspend.v.03')
3992,cholesterol,n,17011,cholesterin,Synset('cholesterol.n.01')
3993,closed,a,16993,unopen,Synset('shut.a.01')
3994,advertisement,n,16993,advertizement,Synset('ad.n.01')
3995,bombing,n,16988,,
3996,consult,v,16987,confabulate,Synset('confer.v.01')
3997,encounter,n,16987,clash,Synset('brush.n.06')
3998,expertise,n,16978,expertness,Synset('expertness.n.01')
3999,creator,n,16976,,
4000,peaceful,a,16963,passive,Synset('passive.s.02')
4001,upset,a,16960,worried,Synset('disquieted.s.01')
4003,tablet,n,16958,pad,Synset('pad.n.01')
4004,blow,n,16948,blast,Synset('gust.n.01')
4005,ruling,n,16930,opinion,Synset('opinion.n.05')
4006,launch,n,16908,launching,Synset('launching.n.03')
4007,warming,n,16906,heating,Synset('heating.n.01')
4008,equity,n,16905,,
4009,rational,a,16905,intellectual,Synset('intellectual.s.01')
4010,classic,n,16902,,
4011,utilize,v,16898,use,Synset('use.v.01')
4012,pine,n,16894,,
4013,past,r,16892,by,Synset('by.r.01')
4014,bitter,a,16881,,
4015,guard,v,16876,defend,Synset('defend.v.03')
4016,surgeon,n,16865,sawbones,Synset('surgeon.n.01')
4017,affordable,a,16864,low-cost,Synset('low-cost.s.01')
4018,tennis,n,16863,,
4019,artistic,a,16857,esthetic,Synset('aesthetic.s.03')
4020,download,v,16856,,
4021,suffering,n,16837,woe,Synset('suffering.n.02')
4022,accuracy,n,16834,truth,Synset('accuracy.n.01')
4023,literacy,n,16828,,
4024,treasury,n,16827,exchequer,Synset('treasury.n.01')
4025,talented,a,16822,gifted,Synset('talented.a.01')
4026,crown,n,16806,pate,Synset('pate.n.02')
4027,importantly,r,16802,significantly,Synset('importantly.r.01')
4028,bare,a,16802,spare,Synset('plain.s.06')
4029,invisible,a,16798,unseeable,Synset('invisible.a.01')
4030,sergeant,n,16794,serjeant,Synset('serjeant-at-law.n.01')
4031,regulatory,a,16782,regulative,Synset('regulative.s.01')
4032,thumb,n,16776,pollex,Synset('thumb.n.01')
4033,colony,n,16776,,
4034,walking,n,16767,walk,Synset('walk.n.01')
4035,accessible,a,16761,approachable,Synset('accessible.s.02')
4036,damn,v,16761,imprecate,Synset('curse.v.03')
4037,integration,n,16746,consolidation,Synset('consolidation.n.02')
4038,spouse,n,16732,partner,Synset('spouse.n.01')
4039,award,v,16728,grant,Synset('award.v.02')
4040,excitement,n,16728,turmoil,Synset('agitation.n.04')
4041,residence,n,16727,abode,Synset('residence.n.01')
4042,bold,a,16726,bluff,Synset('bluff.s.01')
4043,adolescent,n,16726,teen,Synset('adolescent.n.01')
4044,greek,a,16725,,
4045,doll,n,16714,dolly,Synset('doll.n.01')
4046,oxygen,n,16714,O,Synset('oxygen.n.01')
4047,finance,v,16685,,
4048,gravity,n,16674,solemnity,Synset('gravity.n.03')
4049,functional,a,16672,usable,Synset('functional.s.04')
4050,palace,n,16669,castle,Synset('palace.n.01')
4051,echo,v,16668,repeat,Synset('repeat.v.04')
4052,cotton,n,16664,,
4053,rescue,n,16660,deliverance,Synset('rescue.n.01')
4054,estimated,a,16657,,
4055,program,v,16652,programme,Synset('program.v.02')
4056,endorse,v,16646,indorse,Synset('endorse.v.04')
4057,lawmaker,n,16643,lawgiver,Synset('lawgiver.n.01')
4058,determination,n,16633,finding,Synset('determination.n.01')
4059,flash,v,16627,flaunt,Synset('flaunt.v.01')
4060,simultaneously,r,16626,,
4061,dynamics,n,16623,kinetics,Synset('dynamics.n.01')
4062,shell,n,16622,cuticle,Synset('carapace.n.01')
4063,hint,n,16621,clue,Synset('hint.n.02')
4064,frame,v,16594,entrap,Synset('ensnare.v.01')
4065,administer,v,16592,distribute,Synset('distribute.v.01')
4066,rush,n,16589,rushing,Synset('haste.n.02')
4067,christianity,n,16585,,
4068,distract,v,16563,deflect,Synset('distract.v.01')
4069,ban,n,16560,prohibition,Synset('prohibition.n.02')
4070,alleged,a,16528,so-called,Synset('alleged.s.02')
4071,statute,n,16524,,
4072,value,v,16523,prize,Synset('respect.v.01')
4073,biology,n,16518,biota,Synset('biota.n.01')
4074,republican,a,16513,,
4075,follower,n,16508,,
4076,nasty,a,16504,tight,Synset('nasty.s.02')
4077,evident,a,16476,plain,Synset('apparent.s.01')
4078,prior,a,16472,anterior,Synset('anterior.s.02')
4079,confess,v,16468,concede,Synset('concede.v.01')
4080,eligible,a,16461,,
4081,picture,v,16439,figure,Synset('visualize.v.01')
4082,rock,v,16432,shake,Synset('rock.v.01')
4083,trap,n,16420,gob,Synset('trap.n.06')
4084,consent,n,16419,,
4085,pump,n,16418,heart,Synset('heart.n.02')
4087,bloody,a,16415,fucking,Synset('bally.s.01')
4088,hate,n,16397,hatred,Synset('hate.n.01')
4089,occasional,a,16386,episodic,Synset('episodic.s.02')
4090,trunk,n,16376,bole,Synset('trunk.n.01')
4091,prohibit,v,16370,interdict,Synset('forbid.v.01')
4092,sustainable,a,16363,,
4093,belly,n,16361,venter,Synset('abdomen.n.01')
4094,banking,n,16356,,
4095,asshole,n,16356,bunghole,Synset('arse.n.02')
4096,journalism,n,16352,,
4097,flash,n,16348,flashing,Synset('flash.n.03')
4098,average,v,16343,,
4099,obstacle,n,16342,obstruction,Synset('obstacle.n.01')
4100,ridge,n,16341,ridgeline,Synset('ridge.n.04')
4101,heal,v,16325,cure,Synset('bring_around.v.02')
4102,bastard,n,16320,motherfucker,Synset('asshole.n.01')
4103,cheer,v,16318,exhort,Synset('cheer.v.05')
4104,apology,n,16314,apologia,Synset('apology.n.02')
4105,tumor,n,16309,neoplasm,Synset('tumor.n.01')
4106,architect,n,16305,designer,Synset('architect.n.01')
4107,wrist,n,16293,carpus,Synset('wrist.n.01')
4108,harbor,n,16291,seaport,Synset('seaport.n.01')
4109,handsome,a,16284,well-favoured,Synset('fine-looking.s.01')
4110,bullshit,n,16278,crap,Synset('bullshit.n.01')
4111,realm,n,16277,kingdom,Synset('kingdom.n.01')
4112,bet,n,16276,stake,Synset('stake.n.04')
4113,twist,v,16274,sophisticate,Synset('twist.v.09')
4114,inspector,n,16272,examiner,Synset('examiner.n.02')
4115,surveillance,n,16262,,
4116,trauma,n,16257,harm,Synset('injury.n.01')
4117,rebuild,v,16256,reconstruct,Synset('rebuild.v.01')
4118,romance,n,16244,romanticism,Synset('romanticism.n.03')
4119,gross,a,16241,glaring,Synset('crying.s.02')
4120,deadline,n,16240,,
4121,age,v,16238,mature,Synset('senesce.v.01')
4122,classical,a,16222,classic,Synset('classical.a.01')
4123,convey,v,16221,express,Synset('carry.v.04')
4124,compensation,n,16221,recompense,Synset('recompense.n.02')
4125,insect,n,16198,worm,Synset('worm.n.02')
4126,debate,v,16195,contend,Synset('argue.v.02')
4127,output,n,16190,yield,Synset('output.n.04')
4128,parliament,n,16176,sevens,Synset('fantan.n.02')
4129,suite,n,16164,retinue,Synset('cortege.n.02')
4131,fold,v,16148,close,Synset('close_up.v.01')
4132,separation,n,16144,detachment,Synset('separation.n.02')
4133,demon,n,16143,fiend,Synset('devil.n.02')
4134,eating,n,16142,feeding,Synset('eating.n.01')
4135,structural,a,16138,morphological,Synset('morphologic.a.01')
4137,equality,n,16126,equation,Synset('equality.n.02')
4138,logical,a,16111,lucid,Synset('coherent.s.02')
4139,probability,n,16109,chance,Synset('probability.n.01')
4140,await,v,16102,expect,Synset('expect.v.03')
4141,generous,a,16095,,
4142,acquisition,n,16072,acquirement,Synset('skill.n.01')
4143,custody,n,16070,hands,Synset('hands.n.01')
4144,compromise,n,16070,,
4145,greet,v,16069,recognize,Synset('greet.v.01')
4146,trash,n,16056,rubbish,Synset('folderol.n.01')
4147,judicial,a,16050,juridic,Synset('judicial.a.03')
4148,earthquake,n,16050,seism,Synset('earthquake.n.01')
4149,insane,a,16042,mad,Synset('harebrained.s.01')
4150,realistic,a,16029,naturalistic,Synset('naturalistic.s.01')
4151,wake,n,16026,backwash,Synset('aftermath.n.01')
4152,assemble,v,16017,piece,Synset('assemble.v.01')
4153,necessity,n,16013,necessary,Synset('necessity.n.02')
4154,horn,n,16012,trumpet,Synset('cornet.n.01')
4155,parameter,n,16010,argument,Synset('argument.n.05')
4156,grip,n,16005,hairgrip,Synset('bobby_pin.n.01')
4157,modify,v,16000,qualify,Synset('modify.v.02')
4158,signal,v,15998,sign,Synset('sign.v.05')
4159,sponsor,v,15998,patronise,Synset('patronize.v.02')
4160,mathematics,n,15994,math,Synset('mathematics.n.01')
4161,hallway,n,15988,hall,Synset('hallway.n.01')
4162,african-american,a,15963,,
4164,liability,n,15952,indebtedness,Synset('indebtedness.n.01')
4165,crawl,v,15944,grovel,Synset('fawn.v.01')
4166,theoretical,a,15943,theoretic,Synset('theoretical.a.01')
4167,condemn,v,15942,,
4168,fluid,n,15938,,
4169,homeland,n,15934,motherland,Synset('fatherland.n.01')
4170,technological,a,15934,technical,Synset('technical.a.03')
4171,exam,n,15933,examination,Synset('examination.n.02')
4172,anchor,n,15923,anchorperson,Synset('anchor.n.03')
4173,spell,v,15921,import,Synset('spell.v.02')
4175,conscious,a,15895,witting,Synset('conscious.s.01')
4176,vitamin,n,15887,,
4177,known,a,15885,,
4178,hostage,n,15872,surety,Synset('hostage.n.01')
4179,reserve,v,15866,earmark,Synset('allow.v.04')
4180,actively,r,15862,,
4181,mill,n,15859,grinder,Synset('mill.n.04')
4182,teenage,a,15845,teenaged,Synset('adolescent.s.02')
4184,retrieve,v,15830,recollect,Synset('remember.v.01')
4185,processing,n,15825,,
4186,sentiment,n,15815,thought,Synset('opinion.n.01')
4187,offering,n,15814,oblation,Synset('oblation.n.01')
4188,oral,a,15805,unwritten,Synset('oral.s.01')
4189,convinced,a,15803,confident,Synset('convinced.s.01')
4190,photography,n,15803,,
4191,coin,n,15797,,
4192,laptop,n,15796,,
4193,bounce,v,15792,bound,Synset('bounce.v.01')
4194,goodness,n,15790,good,Synset('good.n.02')
4195,affiliation,n,15784,tie,Synset('affiliation.n.01')
4196,punch,v,15780,plug,Synset('punch.v.01')
4197,burst,v,15772,abound,Synset('abound.v.02')
4198,bee,n,15760,,
4199,blessing,n,15758,boon,Synset('blessing.n.02')
4200,command,v,15758,dominate,Synset('dominate.v.05')
4201,continuous,a,15752,uninterrupted,Synset('continuous.a.01')
4203,landing,n,15743,,
4204,repair,n,15742,mend,Synset('repair.n.01')
4205,worry,n,15739,trouble,Synset('worry.n.02')
4206,ritual,n,15737,rite,Synset('ritual.n.01')
4207,bath,n,15725,bathroom,Synset('bathroom.n.01')
4208,sneak,v,15716,slip,Synset('slip.v.07')
4209,historically,r,15703,,
4210,mud,n,15699,clay,Synset('mud.n.01')
4211,scan,v,15695,rake,Synset('scan.v.02')
4212,reminder,n,15692,monitor,Synset('admonisher.n.01')
4214,slavery,n,15684,slaveholding,Synset('slavery.n.02')
4215,supervisor,n,15672,,
4216,quantity,n,15672,,
4217,olympics,n,15664,,
4218,pleasant,a,15653,,
4219,slope,n,15651,gradient,Synset('gradient.n.02')
4220,skirt,n,15648,annulus,Synset('annulus.n.02')
4221,outlet,n,15645,release,Synset('release.n.09')
4222,curtain,n,15640,pall,Synset('curtain.n.01')
4223,declaration,n,15635,resolve,Synset('resolution.n.01')
4224,seal,v,15632,varnish,Synset('varnish.v.01')
4225,immune,a,15631,resistant,Synset('immune.s.03')
4226,switch,n,15630,shift,Synset('switch.n.07')
4227,calendar,n,15617,,
4228,paragraph,n,15612,,
4229,identical,a,15611,selfsame,Synset('identical.s.02')
4230,credit,v,15608,accredit,Synset('accredit.v.03')
4231,regret,v,15607,rue,Synset('repent.v.02')
4232,quest,n,15593,pursuit,Synset('pursuit.n.02')
4233,flat,n,15583,flatcar,Synset('flatcar.n.01')
4234,entrepreneur,n,15581,enterpriser,Synset('entrepreneur.n.01')
4235,specify,v,15567,define,Synset('specify.v.03')
4236,stumble,v,15561,bumble,Synset('stumble.v.01')
4237,clay,n,15557,stiff,Synset('cadaver.n.01')
4238,noon,n,15551,noonday,Synset('noon.n.01')
4239,last,r,15550,finally,Synset('last.r.02')
4240,strip,v,15548,divest,Synset('strip.v.13')
4241,elbow,n,15543,,
4242,outstanding,a,15537,spectacular,Synset('outstanding.s.02')
4244,unity,n,15519,1,Synset('one.n.01')
4245,rent,n,15515,split,Synset('rent.n.04')
4246,manipulate,v,15513,misrepresent,Synset('fudge.v.01')
4247,airplane,n,15512,plane,Synset('airplane.n.01')
4248,portfolio,n,15509,,
4249,mysterious,a,15507,cryptical,Synset('cryptic.s.01')
4250,delicious,a,15506,delightful,Synset('delightful.s.01')
4251,northwest,n,15505,nor'-west,Synset('northwest.n.03')
4252,sweat,n,15505,sudor,Synset('perspiration.n.01')
4253,profound,a,15497,wakeless,Synset('heavy.s.26')
4254,sacrifice,v,15484,give,Synset('sacrifice.v.01')
4255,treasure,n,15484,gem,Synset('gem.n.01')
4256,flour,n,15472,,
4257,lightly,r,15472,light,Synset('lightly.r.02')
4258,rally,n,15471,rallying,Synset('rally.n.02')
4259,default,n,15454,nonremittal,Synset('default.n.02')
4261,plain,n,15447,champaign,Synset('plain.n.01')
4262,hug,v,15443,bosom,Synset('embrace.v.02')
4263,isolate,v,15433,,
4264,exploration,n,15421,,
4265,secure,a,15420,untroubled,Synset('secure.a.01')
4266,limb,n,15391,,
4267,enroll,v,15391,enter,Synset('enroll.v.01')
4268,outer,a,15390,,
4269,charter,n,15390,,
4270,southwest,n,15385,SW,Synset('southwest.n.01')
4271,escape,n,15376,evasion,Synset('evasion.n.03')
4272,arena,n,15361,stadium,Synset('stadium.n.01')
4273,witch,n,15359,beldame,Synset('hag.n.01')
4274,upcoming,a,15358,coming,Synset('approaching.s.01')
4276,someday,r,15352,,
4277,unite,v,15351,unify,Synset('unite.v.05')
4278,courtesy,n,15350,,
4279,statue,n,15343,,
4280,fist,n,15331,,
4281,castle,n,15330,palace,Synset('palace.n.01')
4282,precise,a,15330,exact,Synset('accurate.s.02')
4283,squad,n,15328,,
4284,cruise,n,15327,sail,Synset('cruise.n.01')
4285,joke,v,15321,jest,Synset('joke.v.01')
4286,legally,r,15315,lawfully,Synset('legally.r.01')
4287,embassy,n,15303,,
4288,patience,n,15298,longanimity,Synset('patience.n.01')
4289,medium,a,15296,average,Synset('average.s.04')
4290,thereby,r,15288,,
4291,bush,n,15262,chaparral,Synset('scrub.n.01')
4292,purple,a,15255,over-embellished,Synset('empurpled.s.01')
4293,peer,v,15226,,
4294,electrical,a,15225,electric,Synset('electric.a.01')
4295,outfit,n,15213,turnout,Synset('outfit.n.02')
4296,cage,n,15211,coop,Synset('cage.n.01')
4297,retired,a,15207,,
4298,shark,n,15207,,
4299,lobby,n,15206,antechamber,Synset('anteroom.n.01')
4300,sidewalk,n,15203,pavement,Synset('sidewalk.n.01')
4301,near,r,15200,close,Synset('near.r.01')
4302,runner,n,15188,contrabandist,Synset('smuggler.n.01')
4303,ankle,n,15182,,
4304,attraction,n,15180,attractiveness,Synset('attraction.n.03')
4305,fool,v,15179,shoot,Synset('fritter.v.01')
4306,artificial,a,15142,unreal,Synset('artificial.a.01')
4307,mercy,n,15139,clemency,Synset('clemency.n.02')
4308,indigenous,a,15139,autochthonous,Synset('autochthonal.s.01')
4309,slap,v,15130,,
4310,tune,n,15126,melody,Synset('tune.n.01')
4311,dancer,n,15125,terpsichorean,Synset('dancer.n.01')
4312,candle,n,15125,candela,Synset('candle.n.02')
4313,sexually,r,15120,,
4314,needle,n,15115,,
4315,hidden,a,15111,concealed,Synset('concealed.s.01')
4316,chronicle,n,15106,history,Synset('history.n.02')
4317,suburb,n,15106,suburbia,Synset('suburb.n.01')
4318,toxic,a,15101,,
4319,underlying,a,15095,inherent,Synset('implicit_in.s.01')
4320,sensor,n,15084,detector,Synset('detector.n.01')
4321,deploy,v,15082,,
4322,debut,n,15081,unveiling,Synset('introduction.n.01')
4323,star,v,15075,asterisk,Synset('star.v.03')
4324,magnitude,n,15074,,
4325,suspicion,n,15070,suspiciousness,Synset('suspicion.n.04')
4326,pro,a,15067,,
4327,colonial,a,15065,compound,Synset('colonial.s.03')
4328,icon,n,15065,ikon,Synset('icon.n.03')
4329,grandma,n,15063,nan,Synset('grandma.n.01')
4330,info,n,15051,information,Synset('information.n.01')
4331,jurisdiction,n,15049,,
4332,iranian,a,15043,,
4333,senior,n,15032,elder,Synset('elder.n.01')
4334,parade,n,15028,,
4335,seal,n,15019,sealskin,Synset('seal.n.03')
4336,archive,n,15007,,
4337,gifted,a,15000,talented,Synset('talented.a.01')
4338,rage,n,14996,madness,Synset('fury.n.01')
4339,outdoor,a,14995,outside,Synset('outdoor.a.01')
4340,ending,n,14992,termination,Synset('ending.n.01')
4341,loop,n,14987,eyelet,Synset('cringle.n.01')
4342,altogether,r,14986,all,Synset('wholly.r.01')
4343,chase,n,14979,pursual,Synset('pursuit.n.01')
4344,burning,a,14976,,
4345,reception,n,14976,response,Synset('reception.n.01')
4346,local,n,14975,,
4347,crush,v,14968,shell,Synset('beat.v.01')
4348,premise,n,14964,premiss,Synset('premise.n.01')
4349,deem,v,14964,hold,Synset('deem.v.01')
4350,automatic,a,14953,robotic,Synset('automatic.s.02')
4351,whale,n,14947,heavyweight,Synset('giant.n.04')
4352,mechanical,a,14945,,
4353,credibility,n,14944,believability,Synset('credibility.n.01')
4354,drain,v,14944,,
4355,drift,v,14941,stray,Synset('stray.v.02')
4356,loyalty,n,14935,allegiance,Synset('commitment.n.02')
4357,promising,a,14933,hopeful,Synset('bright.s.10')
4358,tide,n,14929,,
4359,traveler,n,14928,traveller,Synset('traveler.n.01')
4360,grief,n,14918,sorrow,Synset('grief.n.02')
4361,metaphor,n,14916,,
4362,skull,n,14911,,
4363,pursuit,n,14909,pastime,Synset('pastime.n.01')
4364,therapist,n,14907,healer,Synset('therapist.n.01')
4365,backup,n,14904,relief,Synset('stand-in.n.01')
4366,workplace,n,14897,work,Synset('workplace.n.01')
4367,instinct,n,14894,,
4368,export,n,14889,exportation,Synset('export.n.01')
4369,bleed,v,14888,hemorrhage,Synset('shed_blood.v.02')
4370,shock,v,14881,outrage,Synset('shock.v.02')
4372,fixed,a,14876,rigid,Synset('fixed.s.02')
4373,broadcast,n,14871,programme,Synset('broadcast.n.02')
4374,disclose,v,14858,expose,Synset('disclose.v.02')
4375,execution,n,14857,performance,Synset('performance.n.03')
4376,pal,n,14857,chum,Synset('buddy.n.01')
4377,chuckle,v,14855,chortle,Synset('chuckle.v.01')
4378,pump,v,14855,,
4379,density,n,14854,compactness,Synset('concentration.n.02')
4380,correction,n,14850,chastening,Synset('correction.n.04')
4381,representative,a,14835,,
4382,jump,n,14819,leap,Synset('leap.n.02')
4383,repair,v,14803,quicken,Synset('animate.v.04')
4384,kinda,r,14792,rather,Synset('rather.r.02')
4385,relieve,v,14789,remedy,Synset('remedy.v.02')
4386,teammate,n,14789,mate,Synset('teammate.n.01')
4387,brush,n,14780,brushing,Synset('brush.n.08')
4388,corridor,n,14779,,
4389,russian,n,14778,,
4390,enthusiasm,n,14777,ebullience,Synset('exuberance.n.02')
4391,extended,a,14776,drawn-out,Synset('drawn-out.s.01')
4392,root,v,14773,rout,Synset('rout.v.02')
4393,alright,r,14773,okay,Synset('okay.r.01')
4394,panic,n,14761,affright,Synset('panic.n.01')
4395,pad,n,14749,diggings,Synset('diggings.n.02')
4396,bid,n,14746,bidding,Synset('bid.n.04')
4397,mild,a,14741,meek,Synset('meek.s.01')
4398,productivity,n,14732,productiveness,Synset('productiveness.n.01')
4399,guess,n,14729,guessing,Synset('guess.n.02')
4400,tuck,v,14721,pucker,Synset('gather.v.05')
4401,defeat,n,14716,licking,Synset('defeat.n.01')
4402,railroad,n,14713,railway,Synset('railway.n.01')
4403,frozen,a,14710,icy,Synset('frigid.s.03')
4404,minimize,v,14707,understate,Synset('understate.v.01')
4406,inspection,n,14686,review,Synset('inspection.n.01')
4407,cab,n,14672,taxicab,Synset('cab.n.03')
4408,expected,a,14670,,
4409,nonsense,n,14670,trumpery,Synset('folderal.n.01')
4410,leap,v,14664,jump,Synset('jump.v.08')
4411,draft,v,14645,outline,Synset('draft.v.01')
4412,rider,n,14637,passenger,Synset('passenger.n.01')
4413,theology,n,14636,,
4414,terrific,a,14632,marvelous,Synset('fantastic.s.02')
4415,accent,n,14628,emphasis,Synset('emphasis.n.01')
4416,invitation,n,14626,,
4417,reply,n,14613,response,Synset('reply.n.02')
4418,israeli,n,14606,,
4419,liar,n,14604,prevaricator,Synset('liar.n.01')
4420,oversee,v,14601,superintend,Synset('oversee.v.01')
4421,awkward,a,14591,clumsy,Synset('awkward.s.04')
4422,registration,n,14577,enrollment,Synset('registration.n.02')
4423,suburban,a,14577,,
4424,handle,n,14576,handgrip,Synset('handle.n.01')
4425,momentum,n,14567,impulse,Synset('momentum.n.01')
4426,instantly,r,14557,directly,Synset('immediately.r.01')
4427,clerk,n,14547,salesclerk,Synset('salesclerk.n.01')
4428,chin,n,14538,mentum,Synset('chin.n.01')
4429,hockey,n,14536,,
4430,laser,n,14523,,
4431,proposition,n,14515,proposal,Synset('proposal.n.03')
4432,rob,v,14506,plume,Synset('overcharge.v.01')
4433,beam,n,14505,,
4434,ancestor,n,14501,antecedent,Synset('ancestor.n.01')
4435,creativity,n,14474,creativeness,Synset('creativity.n.01')
4436,verse,n,14470,poetry,Synset('poetry.n.01')
4437,casual,a,14469,occasional,Synset('casual.s.06')
4438,objection,n,14466,remonstrance,Synset('expostulation.n.01')
4439,clever,a,14465,ingenious,Synset('clever.s.03')
4441,shove,v,14456,thrust,Synset('thrust.v.02')
4442,revolutionary,a,14456,radical,Synset('revolutionary.s.01')
4443,carbohydrate,n,14454,sugar,Synset('carbohydrate.n.01')
4444,steam,n,14454,,
4445,reportedly,r,14446,,
4446,glance,n,14445,glimpse,Synset('glance.n.01')
4447,forehead,n,14437,brow,Synset('brow.n.01')
4448,resume,v,14434,re-start,Synset('resume.v.01')
4449,slide,n,14433,,
4450,sheep,n,14430,,
4451,good,r,14423,well,Synset('well.r.01')
4452,carpet,n,14417,rug,Synset('rug.n.01')
4453,cloth,n,14408,material,Synset('fabric.n.01')
4454,interior,n,14401,inside,Synset('inside.n.02')
4455,full-time,a,14401,,
4456,running,n,14396,run,Synset('run.n.05')
4457,questionnaire,n,14392,,
4458,compromise,v,14391,,
4459,departure,n,14389,leaving,Synset('departure.n.01')
4461,graph,n,14381,,
4462,diplomatic,a,14381,diplomatical,Synset('diplomatic.a.02')
4463,thief,n,14374,stealer,Synset('thief.n.01')
4464,herb,n,14373,,
4465,subsidy,n,14371,,
4466,cast,n,14354,casting,Synset('cast.n.06')
4467,fossil,n,14345,fogey,Synset('dodo.n.01')
4468,patrol,n,14342,,
4469,pulse,n,14341,beat,Synset('pulse.n.02')
4470,mechanic,n,14340,car-mechanic,Synset('automobile_mechanic.n.01')
4471,cattle,n,14338,oxen,Synset('cattle.n.01')
4472,screening,n,14328,cover,Synset('cover.n.03')
4473,continuing,a,14322,chronic,Synset('chronic.s.02')
4474,electoral,a,14322,,
4475,supposedly,r,14318,purportedly,Synset('purportedly.r.01')
4476,dignity,n,14312,self-worth,Synset('dignity.n.01')
4477,prophet,n,14308,oracle,Synset('prophet.n.01')
4478,commentary,n,14305,comment,Synset('comment.n.02')
4479,sort,v,14299,classify,Synset('classify.v.01')
4480,spread,n,14295,spreading,Synset('spread.n.10')
4481,serving,n,14291,portion,Synset('helping.n.01')
4482,safely,r,14286,,
4483,homework,n,14277,preparation,Synset('homework.n.01')
4484,allegedly,r,14263,,
4485,android,n,14261,humanoid,Synset('android.n.01')
4486,alpha,n,14253,,
4487,insert,v,14249,enter,Synset('insert.v.01')
4488,mortality,n,14244,deathrate,Synset('deathrate.n.01')
4489,contend,v,14242,fight,Synset('contend.v.06')
4490,elephant,n,14238,,
4491,solely,r,14236,entirely,Synset('entirely.r.02')
4492,hurt,a,14232,weakened,Synset('hurt.s.02')
4493,continent,n,14230,,
4494,attribute,n,14222,property,Synset('property.n.04')
4495,ecosystem,n,14216,,
4496,leave,n,14202,farewell,Synset('farewell.n.02')
4497,nearby,r,14195,,
4498,olive,a,14192,,
4499,syndrome,n,14192,,
4500,minimum,n,14187,,
4501,catch,n,14181,stop,Synset('catch.n.06')
4502,abstract,a,14180,nonobjective,Synset('abstract.s.02')
4503,accusation,n,14179,accusal,Synset('accusation.n.01')
4504,coming,a,14178,approaching,Synset('approaching.s.01')
4505,sock,n,14170,windsock,Synset('windsock.n.01')
4506,pickup,n,14166,cartridge,Synset('cartridge.n.04')
4507,shuttle,n,14163,birdie,Synset('shuttlecock.n.01')
4508,improved,a,14162,,
4509,calculation,n,14158,computation,Synset('calculation.n.02')
4510,innovative,a,14152,advanced,Synset('advanced.s.03')
4511,demographic,a,14150,,
4512,accommodate,v,14139,reconcile,Synset('accommodate.v.07')
4513,jaw,n,14133,,
4514,unfair,a,14132,unjust,Synset('unfair.a.01')
4515,tragic,a,14131,tragical,Synset('tragic.s.01')
4516,comprise,v,14123,incorporate,Synset('incorporate.v.02')
4517,faster,a,14118,,
4518,nutrition,n,14118,nutriment,Synset('nutriment.n.01')
4519,mentor,n,14114,,
4520,stance,n,14103,position,Synset('position.n.12')
4521,rabbit,n,14099,hare,Synset('rabbit.n.03')
4522,pause,n,14099,interruption,Synset('pause.n.01')
4523,dot,n,14080,point,Synset('point.n.09')
4524,contributor,n,14076,subscriber,Synset('subscriber.n.03')
4525,cooperate,v,14075,collaborate,Synset('collaborate.v.01')
4526,disk,n,14075,platter,Synset('phonograph_record.n.01')
4527,hesitate,v,14073,waffle,Synset('hesitate.v.01')
4529,offend,v,14068,bruise,Synset('hurt.v.05')
4530,exploit,v,14067,work,Synset('exploit.v.01')
4531,compel,v,14061,obligate,Synset('compel.v.01')
4532,likelihood,n,14049,likeliness,Synset('likelihood.n.01')
4533,sibling,n,14047,sib,Synset('sibling.n.01')
4534,southeast,n,14046,SE,Synset('southeast.n.01')
4535,gorgeous,a,14044,,
4536,undertake,v,14043,guarantee,Synset('undertake.v.03')
4537,painter,n,14037,catamount,Synset('cougar.n.01')
4538,residential,a,14034,,
4539,counterpart,n,14033,vis-a-vis,Synset('counterpart.n.01')
